ID,Date of Birth,Highest Education,Marital Status,Occupation,Race,Sex,Current City,Current State,Current Zip,How long has it been since you bought new clothing?,Which is you favorite store to shop at?,Favorite Clothing to shop for?,Do you have clothing in your closet that you do not wear?,"If yes, approximately how many items?",How often do you shop?,What do you do with old clothing?,Would you be open to donating old clothing?,"If Yes, which organization would you donate to?",How often do you give charity?
4112,7/14/86,Some College,Married,Student,White,Female,New York,NY,30032,6 Months,Discount Stores,Accessories,Yes,11,Weekly,Pass down to family or friend,Yes,Thrift Store,Sometimes
4113,10/11/84,Masters,Married,Employeed,Other,Male,Atlanta,GA,33160,Month,Thrift Store,Bottoms,Yes,10,Daily,Sell/ Pawn,No ,Thrift Store,Never
4114,6/23/89,Masters,Single,Student,White,Male,Miami,FL,30338,Month,Thrift Store,Accessories,Yes,23,Weekly,Donate,Yes,Goodwill,Sometimes
4115,2/20/92,Bachelor,Married,Employeed,Hispanic,Male,Atlanta,GA,60638,Day,Department Store,Bottoms,No,16,Monthly,Throw out,Yes,Local Church/Synagogue,Always
4116,1/11/85,Masters,Dating,Employeed,White,Female,Chicago,IL,10172,6 Months,Discount Stores,Accessories,Yes,15,Yearly,Keep in closet,Yes,Homeless Shelter,Rarely
4117,6/25/89,Some College,Dating,Employeed,White,Male,New York,NY,91793,Year or more,Department Store,Tops,Yes,5,Monthly,Keep in closet,No ,Salvation Army,Never
4118,8/24/91,Bachelor,Single,Student,Black,Male,Los Angeles,CA,33177,Month,Discount Stores,Tops,No,17,Yearly,Donate,No ,Goodwill,Always
4119,12/25/82,Some College,Single,Employeed,Hispanic,Male,Miami,FL,33136,6 Months,Discount Stores,Bottoms,Yes,25,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Always
4120,5/5/90,Masters,Married,Employeed,Asian,Male,Miami,FL,10311,Month,Discount Stores,Bottoms,No,12,Daily,Donate,No ,Local Church/Synagogue,Always
4121,3/8/90,Some College,Married,Student,Asian,Male,New York,NY,91780,Year or more,Discount Stores,Tops,Yes,15,Daily,Sell/ Pawn,No ,Goodwill,Sometimes
4122,7/25/82,HS Grad,Dating,Employeed,Hispanic,Female,Los Angeles,CA,30002,Year or more,Department Store,Accessories,No,7,Weekly,Pass down to family or friend,Yes,Goodwill,Rarely
4123,1/17/89,Bachelor,Dating,Student,Other,Female,Atlanta,GA,30363,Week,Thrift Store,Tops,No,7,Monthly,Throw out,No ,Homeless Shelter,Rarely
4124,10/7/89,HS Grad,Married,Student,Black,Male,Atlanta,GA,33155,Year or more,Discount Stores,Accessories,Yes,11,Weekly,Keep in closet,Yes,Thrift Store,Never
4125,3/15/91,Masters,Dating,Student,White,Male,Miami,FL,90296,Month,Thrift Store,Bottoms,No,23,Weekly,Donate,No ,Goodwill,Sometimes
4126,8/24/86,Masters,Married,Student,Hispanic,Male,Los Angeles,CA,60653,Year or more,Discount Stores,Tops,Yes,21,Yearly,Throw out,Yes,American Red Cross,Rarely
4127,6/13/89,Bachelor,Dating,Student,Other,Male,Chicago,IL,60714,Month,Department Store,Tops,No,11,Monthly,Keep in closet,No ,Goodwill,Often
4128,7/21/92,Bachelor,Married,Employeed,Other,Female,Chicago,IL,90895,Month,Department Store,Bottoms,No,12,Daily,Pass down to family or friend,Yes,Homeless Shelter,Rarely
4129,9/30/87,Some College,Married,Student,Black,Female,Los Angeles,CA,30317,Day,Thrift Store,Bottoms,No,11,Daily,Keep in closet,Yes,Salvation Army,Sometimes
4130,10/3/82,Some College,Single,Employeed,White,Female,Atlanta,GA,30324,Year or more,Discount Stores,Accessories,Yes,20,Daily,Keep in closet,Yes,Local Church/Synagogue,Rarely
4131,6/6/94,Masters,Single,Student,Black,Male,Atlanta,GA,10175,Month,Department Store,Shoes,No,17,Daily,Donate,Yes,Salvation Army,Rarely
4132,6/27/88,HS Grad,Married,Student,Asian,Female,New York,NY,11238,Week,Department Store,Tops,No,13,Weekly,Keep in closet,No ,Goodwill,Sometimes
4133,11/7/83,Masters,Single,Employeed,Black,Female,New York,NY,60637,6 Months,Thrift Store,Tops,Yes,25,Daily,Donate,Yes,Goodwill,Sometimes
4134,11/19/96,HS Grad,Dating,Employeed,Black,Female,Chicago,IL,30307,6 Months,Thrift Store,Shoes,No,20,Yearly,Keep in closet,No ,Local Church/Synagogue,Never
4135,1/30/85,Some College,Single,Student,Other,Male,Atlanta,GA,10167,Day,Discount Stores,Bottoms,Yes,21,Monthly,Keep in closet,No ,Thrift Store,Often
4136,1/4/89,Bachelor,Dating,Employeed,Black,Male,New York,NY,30080,6 Months,Thrift Store,Accessories,No,2,Monthly,Sell/ Pawn,No ,Homeless Shelter,Never
4137,5/5/87,Masters,Dating,Student,Hispanic,Female,Atlanta,GA,10470,Year or more,Discount Stores,Shoes,No,10,Weekly,Pass down to family or friend,No ,Thrift Store,Rarely
4138,11/26/82,Some College,Married,Employeed,Other,Female,New York,NY,33015,Year or more,Thrift Store,Shoes,No,4,Yearly,Pass down to family or friend,Yes,Homeless Shelter,Never
4139,11/13/94,HS Grad,Single,Student,Asian,Female,Miami,FL,60631,Year or more,Department Store,Bottoms,Yes,14,Daily,Sell/ Pawn,No ,American Red Cross,Rarely
4140,8/15/88,Bachelor,Single,Student,Black,Female,Chicago,IL,91402,6 Months,Department Store,Shoes,No,11,Weekly,Throw out,Yes,Homeless Shelter,Rarely
4141,6/1/88,HS Grad,Single,Student,Hispanic,Female,Los Angeles,CA,11367,Week,Department Store,Bottoms,No,14,Yearly,Sell/ Pawn,Yes,Salvation Army,Always
4142,2/19/90,Masters,Single,Employeed,Other,Female,New York,NY,90808,Year or more,Department Store,Shoes,No,3,Weekly,Donate,No ,Salvation Army,Rarely
4143,1/23/89,Some College,Married,Student,White,Male,Los Angeles,CA,11371,Week,Discount Stores,Shoes,Yes,25,Yearly,Keep in closet,No ,Goodwill,Never
4144,1/13/91,Bachelor,Single,Employeed,Asian,Female,New York,NY,11418,6 Months,Thrift Store,Bottoms,No,3,Daily,Sell/ Pawn,No ,Thrift Store,Never
4145,12/3/91,Bachelor,Dating,Employeed,Hispanic,Male,New York,NY,60620,6 Months,Thrift Store,Accessories,No,15,Weekly,Donate,Yes,Homeless Shelter,Sometimes
4146,9/2/83,Some College,Married,Student,Asian,Male,Chicago,IL,33090,Week,Discount Stores,Bottoms,Yes,17,Daily,Pass down to family or friend,Yes,Thrift Store,Always
4147,4/27/84,HS Grad,Single,Employeed,Other,Female,Miami,FL,90755,Month,Department Store,Shoes,Yes,21,Monthly,Throw out,No ,Goodwill,Often
4148,6/13/86,HS Grad,Married,Student,Black,Female,Los Angeles,CA,11237,Day,Discount Stores,Accessories,No,25,Weekly,Throw out,Yes,Salvation Army,Always
4149,6/11/91,HS Grad,Dating,Employeed,White,Male,New York,NY,30002,Day,Thrift Store,Bottoms,No,4,Weekly,Donate,Yes,Salvation Army,Never
4150,8/27/87,Some College,Dating,Employeed,Asian,Male,Atlanta,GA,60641,Week,Thrift Store,Bottoms,Yes,16,Daily,Keep in closet,No ,Goodwill,Often
4151,8/31/90,HS Grad,Single,Student,Black,Female,Chicago,IL,90603,Month,Department Store,Tops,Yes,18,Yearly,Pass down to family or friend,Yes,Local Church/Synagogue,Rarely
4152,1/7/95,HS Grad,Dating,Student,Black,Female,Los Angeles,CA,33193,Month,Discount Stores,Accessories,Yes,10,Daily,Donate,Yes,Salvation Army,Often
4153,9/27/91,HS Grad,Married,Student,Hispanic,Female,Miami,FL,33035,Month,Thrift Store,Tops,No,5,Weekly,Donate,No ,American Red Cross,Rarely
4154,10/23/95,Bachelor,Dating,Employeed,Black,Male,Miami,FL,30318,Year or more,Department Store,Bottoms,Yes,6,Weekly,Sell/ Pawn,Yes,Goodwill,Rarely
4155,1/23/92,HS Grad,Single,Employeed,Other,Female,Atlanta,GA,33173,Month,Department Store,Tops,No,18,Daily,Donate,No ,Homeless Shelter,Often
4156,11/1/89,HS Grad,Dating,Employeed,White,Female,Miami,FL,60706,Week,Thrift Store,Accessories,No,22,Monthly,Donate,Yes,Thrift Store,Often
4157,9/9/92,HS Grad,Married,Student,Asian,Female,Chicago,IL,30030,6 Months,Department Store,Shoes,No,2,Yearly,Throw out,Yes,Local Church/Synagogue,Rarely
4158,5/25/81,Masters,Single,Employeed,White,Male,Atlanta,GA,91387,Month,Discount Stores,Tops,No,12,Weekly,Keep in closet,No ,American Red Cross,Often
4159,11/21/90,Masters,Single,Student,White,Female,Los Angeles,CA,60656,Month,Discount Stores,Accessories,No,1,Daily,Donate,No ,Thrift Store,Often
4160,6/28/91,Masters,Single,Employeed,Hispanic,Female,Chicago,IL,30306,Day,Discount Stores,Accessories,Yes,19,Weekly,Sell/ Pawn,No ,American Red Cross,Never
4161,6/2/88,Masters,Dating,Employeed,White,Male,Atlanta,GA,33090,Month,Department Store,Bottoms,Yes,24,Yearly,Donate,Yes,American Red Cross,Sometimes
4162,7/30/82,Masters,Single,Student,White,Male,Miami,FL,11229,Day,Discount Stores,Shoes,Yes,10,Weekly,Pass down to family or friend,No ,Goodwill,Rarely
4163,8/11/82,Bachelor,Dating,Student,White,Male,New York,NY,33135,Year or more,Department Store,Bottoms,No,1,Weekly,Throw out,Yes,Local Church/Synagogue,Sometimes
4164,3/1/83,Bachelor,Dating,Student,Asian,Male,Miami,FL,11235,Year or more,Discount Stores,Bottoms,Yes,10,Daily,Throw out,No ,Thrift Store,Sometimes
4165,3/22/88,Some College,Married,Student,Other,Female,New York,NY,30342,6 Months,Thrift Store,Accessories,No,23,Monthly,Keep in closet,Yes,Goodwill,Always
4166,2/6/96,Masters,Dating,Student,Asian,Male,Atlanta,GA,93539,Day,Discount Stores,Tops,Yes,21,Yearly,Donate,Yes,Homeless Shelter,Rarely
4167,6/12/95,Bachelor,Married,Employeed,White,Female,Los Angeles,CA,33137,Year or more,Discount Stores,Bottoms,No,14,Daily,Throw out,No ,Goodwill,Sometimes
4168,7/26/82,Masters,Dating,Student,Black,Male,Miami,FL,33193,Day,Thrift Store,Shoes,No,15,Yearly,Sell/ Pawn,No ,Salvation Army,Often
4169,5/28/82,Masters,Married,Employeed,White,Male,Miami,FL,60660,Week,Thrift Store,Accessories,No,15,Monthly,Donate,Yes,Homeless Shelter,Never
4170,12/5/85,Bachelor,Dating,Employeed,Black,Male,Chicago,IL,33012,Day,Discount Stores,Tops,Yes,2,Weekly,Donate,Yes,Salvation Army,Rarely
4171,4/22/96,Bachelor,Married,Employeed,Black,Male,Miami,FL,60638,Year or more,Department Store,Bottoms,Yes,16,Daily,Donate,Yes,American Red Cross,Never
4172,9/27/84,Bachelor,Single,Employeed,Other,Female,Chicago,IL,30307,6 Months,Department Store,Shoes,No,3,Weekly,Keep in closet,No ,Goodwill,Never
4173,10/10/88,Some College,Married,Student,White,Male,Atlanta,GA,60614,Week,Department Store,Bottoms,No,17,Yearly,Donate,Yes,Salvation Army,Sometimes
4174,3/17/82,Masters,Married,Student,Black,Male,Chicago,IL,60629,Month,Department Store,Accessories,Yes,25,Monthly,Donate,Yes,Homeless Shelter,Sometimes
4175,8/14/81,Bachelor,Married,Employeed,Asian,Female,Chicago,IL,33167,Month,Discount Stores,Shoes,Yes,10,Yearly,Keep in closet,Yes,Local Church/Synagogue,Never
4176,5/16/87,Bachelor,Dating,Employeed,Hispanic,Male,Miami,FL,30308,Month,Discount Stores,Tops,No,2,Weekly,Throw out,Yes,Salvation Army,Sometimes
4177,6/10/95,Bachelor,Married,Student,Other,Male,Atlanta,GA,90024,Year or more,Thrift Store,Bottoms,Yes,13,Yearly,Sell/ Pawn,No ,Salvation Army,Rarely
4178,11/16/88,HS Grad,Single,Student,Asian,Female,Los Angeles,CA,11223,Year or more,Department Store,Tops,Yes,9,Daily,Donate,Yes,Salvation Army,Often
4179,11/25/81,Some College,Single,Student,Hispanic,Male,New York,NY,60656,Day,Department Store,Accessories,No,11,Daily,Keep in closet,No ,Goodwill,Never
4180,8/5/81,Some College,Dating,Student,White,Male,Chicago,IL,60706,6 Months,Discount Stores,Shoes,No,3,Daily,Pass down to family or friend,Yes,Salvation Army,Rarely
4181,1/25/83,Bachelor,Married,Student,Asian,Female,Chicago,IL,60714,6 Months,Thrift Store,Tops,Yes,18,Weekly,Sell/ Pawn,Yes,Homeless Shelter,Always
4182,8/17/88,Masters,Married,Employeed,Other,Male,Chicago,IL,91604,6 Months,Thrift Store,Shoes,No,13,Yearly,Keep in closet,No ,Homeless Shelter,Often
4183,6/11/89,Masters,Dating,Employeed,Black,Female,Los Angeles,CA,91364,Year or more,Department Store,Accessories,No,17,Weekly,Donate,Yes,Homeless Shelter,Rarely
4184,2/12/95,Bachelor,Single,Employeed,White,Male,Los Angeles,CA,10003,Week,Department Store,Bottoms,Yes,2,Yearly,Throw out,Yes,Local Church/Synagogue,Sometimes
4185,12/15/88,Some College,Dating,Employeed,Other,Female,New York,NY,30340,Year or more,Discount Stores,Accessories,Yes,5,Weekly,Donate,Yes,Homeless Shelter,Sometimes
4186,3/7/84,Bachelor,Married,Employeed,Asian,Female,Atlanta,GA,33101,Day,Department Store,Bottoms,Yes,10,Monthly,Sell/ Pawn,Yes,Thrift Store,Rarely
4187,11/8/82,HS Grad,Single,Student,Hispanic,Male,Miami,FL,90606,6 Months,Department Store,Shoes,No,19,Weekly,Throw out,No ,Goodwill,Sometimes
4188,6/25/91,Bachelor,Married,Student,Black,Male,Los Angeles,CA,30315,Week,Department Store,Tops,Yes,10,Monthly,Throw out,Yes,Goodwill,Often
4189,8/27/95,Bachelor,Married,Employeed,Asian,Female,Atlanta,GA,10469,Month,Discount Stores,Accessories,No,23,Yearly,Pass down to family or friend,No ,Goodwill,Often
4190,8/26/85,Some College,Married,Student,Hispanic,Female,New York,NY,60610,6 Months,Discount Stores,Bottoms,Yes,14,Weekly,Sell/ Pawn,Yes,Goodwill,Never
4191,1/25/86,Masters,Dating,Student,Black,Female,Chicago,IL,11207,6 Months,Thrift Store,Tops,Yes,22,Weekly,Pass down to family or friend,No ,Homeless Shelter,Often
4192,10/13/82,Masters,Single,Employeed,White,Female,New York,NY,60639,Month,Department Store,Shoes,No,12,Yearly,Sell/ Pawn,Yes,Thrift Store,Often
4193,12/11/90,Masters,Single,Employeed,Other,Female,Chicago,IL,91723,Year or more,Department Store,Accessories,Yes,19,Daily,Donate,No ,Local Church/Synagogue,Never
4194,7/10/84,Bachelor,Single,Employeed,Black,Male,Los Angeles,CA,33167,Day,Thrift Store,Shoes,Yes,22,Daily,Keep in closet,No ,Salvation Army,Never
4195,5/25/92,Bachelor,Dating,Employeed,Hispanic,Male,Miami,FL,33166,Day,Department Store,Bottoms,No,25,Yearly,Throw out,Yes,Salvation Army,Always
4196,3/25/83,Masters,Single,Employeed,Asian,Female,Miami,FL,90301,6 Months,Discount Stores,Shoes,No,6,Monthly,Pass down to family or friend,Yes,Thrift Store,Sometimes
4197,11/29/88,Some College,Single,Employeed,Black,Female,Los Angeles,CA,60018,Day,Discount Stores,Bottoms,Yes,17,Monthly,Sell/ Pawn,Yes,Local Church/Synagogue,Always
4198,1/14/89,Bachelor,Single,Employeed,Other,Female,Chicago,IL,60655,Day,Discount Stores,Bottoms,No,25,Yearly,Pass down to family or friend,Yes,Thrift Store,Never
4199,5/5/86,Some College,Single,Student,Asian,Male,Chicago,IL,60661,Month,Department Store,Tops,No,9,Daily,Sell/ Pawn,Yes,American Red Cross,Always
4200,9/10/81,Some College,Dating,Student,Hispanic,Male,Chicago,IL,10460,Month,Thrift Store,Bottoms,No,14,Monthly,Donate,Yes,American Red Cross,Often
4201,8/15/82,Some College,Married,Employeed,Black,Female,New York,NY,10123,Day,Thrift Store,Bottoms,Yes,15,Yearly,Pass down to family or friend,Yes,Goodwill,Always
4202,1/4/92,Masters,Single,Student,White,Male,New York,NY,30002,Day,Discount Stores,Bottoms,Yes,17,Monthly,Donate,Yes,Homeless Shelter,Sometimes
4203,9/18/82,Bachelor,Single,Employeed,Hispanic,Female,Atlanta,GA,60642,6 Months,Thrift Store,Bottoms,Yes,19,Daily,Throw out,Yes,Goodwill,Rarely
4204,6/20/82,Bachelor,Single,Employeed,Hispanic,Female,Chicago,IL,91355,Year or more,Department Store,Bottoms,No,15,Weekly,Keep in closet,Yes,Salvation Army,Often
4205,12/9/85,Masters,Single,Employeed,Other,Female,Los Angeles,CA,10014,6 Months,Department Store,Bottoms,Yes,4,Monthly,Keep in closet,Yes,Salvation Army,Sometimes
4206,1/22/91,Masters,Single,Student,Other,Female,New York,NY,30310,Day,Discount Stores,Shoes,Yes,25,Weekly,Throw out,Yes,American Red Cross,Never
4207,7/12/94,Bachelor,Dating,Student,Other,Male,Atlanta,GA,30079,Month,Department Store,Accessories,Yes,20,Daily,Donate,No ,Homeless Shelter,Often
4208,3/30/95,Some College,Married,Student,Asian,Female,Atlanta,GA,91103,Month,Department Store,Accessories,Yes,15,Monthly,Sell/ Pawn,Yes,Salvation Army,Always
4209,9/4/94,HS Grad,Dating,Employeed,Asian,Female,Los Angeles,CA,10176,Week,Discount Stores,Accessories,No,9,Daily,Throw out,No ,Salvation Army,Often
4210,2/6/82,Some College,Single,Student,Asian,Male,New York,NY,90001,Week,Discount Stores,Shoes,Yes,25,Monthly,Sell/ Pawn,Yes,Local Church/Synagogue,Never
4211,9/21/87,Masters,Single,Employeed,Other,Female,Los Angeles,CA,11359,Day,Discount Stores,Shoes,Yes,7,Monthly,Keep in closet,No ,Homeless Shelter,Rarely
4212,11/23/81,Some College,Single,Employeed,Hispanic,Female,New York,NY,30314,Week,Thrift Store,Accessories,No,5,Monthly,Donate,No ,American Red Cross,Rarely
4213,4/15/81,Bachelor,Married,Student,White,Female,Atlanta,GA,33173,Day,Discount Stores,Accessories,Yes,23,Daily,Keep in closet,Yes,American Red Cross,Never
4214,12/19/85,Masters,Single,Employeed,Other,Female,Miami,FL,11215,Day,Department Store,Shoes,Yes,15,Weekly,Keep in closet,No ,Salvation Army,Often
4215,9/18/83,HS Grad,Single,Employeed,White,Female,New York,NY,91775,Month,Department Store,Accessories,No,8,Yearly,Throw out,Yes,Goodwill,Always
4216,8/27/88,Bachelor,Married,Employeed,White,Female,Los Angeles,CA,33147,Month,Discount Stores,Tops,Yes,19,Yearly,Keep in closet,No ,Goodwill,Sometimes
4217,4/3/83,Bachelor,Single,Employeed,Black,Female,Miami,FL,10463,Year or more,Department Store,Tops,No,10,Monthly,Donate,Yes,Thrift Store,Rarely
4218,7/16/84,Bachelor,Dating,Student,Other,Male,New York,NY,30032,Day,Thrift Store,Tops,Yes,11,Daily,Donate,No ,Goodwill,Often
4219,7/14/91,HS Grad,Single,Employeed,Hispanic,Male,Atlanta,GA,60634,Day,Discount Stores,Shoes,Yes,6,Monthly,Throw out,Yes,American Red Cross,Rarely
4220,9/28/95,Bachelor,Married,Student,Other,Male,Chicago,IL,90015,Week,Thrift Store,Bottoms,Yes,9,Weekly,Keep in closet,No ,Thrift Store,Often
4221,3/9/88,HS Grad,Dating,Student,White,Male,Los Angeles,CA,60613,Month,Discount Stores,Accessories,Yes,23,Daily,Sell/ Pawn,Yes,Homeless Shelter,Often
4222,2/15/92,Bachelor,Single,Student,Other,Female,Chicago,IL,90062,Month,Department Store,Accessories,No,23,Monthly,Keep in closet,Yes,Salvation Army,Never
4223,5/9/91,HS Grad,Married,Employeed,Black,Female,Los Angeles,CA,11204,6 Months,Department Store,Bottoms,Yes,18,Monthly,Sell/ Pawn,No ,Local Church/Synagogue,Sometimes
4224,3/16/82,HS Grad,Married,Student,Black,Female,New York,NY,30307,6 Months,Discount Stores,Shoes,No,3,Monthly,Keep in closet,Yes,Thrift Store,Never
4225,3/6/96,Some College,Single,Student,Asian,Male,Atlanta,GA,90220,6 Months,Department Store,Bottoms,No,15,Monthly,Donate,No ,Homeless Shelter,Sometimes
4226,3/18/93,HS Grad,Married,Employeed,Other,Male,Los Angeles,CA,30032,Week,Discount Stores,Bottoms,Yes,7,Monthly,Sell/ Pawn,No ,Salvation Army,Rarely
4227,7/2/91,Some College,Married,Employeed,Hispanic,Male,Atlanta,GA,91381,Year or more,Discount Stores,Bottoms,Yes,10,Monthly,Throw out,No ,Salvation Army,Never
4228,1/23/89,Masters,Married,Student,Other,Female,Los Angeles,CA,33168,Year or more,Department Store,Shoes,No,3,Daily,Throw out,Yes,Local Church/Synagogue,Often
4229,1/23/88,Masters,Single,Employeed,Other,Female,Miami,FL,33190,Day,Thrift Store,Bottoms,Yes,7,Weekly,Pass down to family or friend,No ,American Red Cross,Often
4230,8/20/93,Masters,Married,Employeed,Asian,Male,Miami,FL,33131,Year or more,Department Store,Accessories,Yes,21,Yearly,Sell/ Pawn,No ,Homeless Shelter,Never
4231,1/3/81,HS Grad,Married,Employeed,Hispanic,Male,Miami,FL,30316,6 Months,Discount Stores,Bottoms,No,23,Daily,Keep in closet,No ,Thrift Store,Sometimes
4232,4/12/88,HS Grad,Married,Student,Hispanic,Female,Atlanta,GA,11354,6 Months,Discount Stores,Shoes,Yes,1,Weekly,Keep in closet,Yes,Salvation Army,Rarely
4233,9/17/82,HS Grad,Married,Employeed,Asian,Male,New York,NY,30328,Day,Thrift Store,Shoes,No,11,Monthly,Donate,No ,Thrift Store,Never
4234,5/18/82,Masters,Dating,Student,Black,Female,Atlanta,GA,33160,Month,Thrift Store,Accessories,No,1,Monthly,Pass down to family or friend,Yes,American Red Cross,Sometimes
4235,3/3/91,HS Grad,Married,Student,Other,Female,Miami,FL,91202,Day,Department Store,Tops,Yes,23,Weekly,Donate,Yes,Goodwill,Rarely
4236,10/12/90,Some College,Dating,Student,Other,Male,Los Angeles,CA,33169,Month,Department Store,Tops,No,19,Daily,Pass down to family or friend,No ,Thrift Store,Often
4237,1/30/86,Some College,Dating,Student,Other,Female,Miami,FL,33179,Week,Department Store,Accessories,No,11,Daily,Donate,No ,Homeless Shelter,Rarely
4238,2/17/82,HS Grad,Married,Employeed,White,Female,Miami,FL,30032,6 Months,Discount Stores,Accessories,Yes,10,Monthly,Keep in closet,Yes,Thrift Store,Sometimes
4239,11/16/89,Some College,Dating,Student,Hispanic,Female,Atlanta,GA,91030,6 Months,Discount Stores,Shoes,No,3,Yearly,Throw out,Yes,Homeless Shelter,Rarely
4240,3/29/90,HS Grad,Dating,Student,White,Male,Los Angeles,CA,11222,6 Months,Discount Stores,Shoes,Yes,20,Yearly,Sell/ Pawn,Yes,Goodwill,Often
4241,5/21/83,Bachelor,Married,Employeed,White,Male,New York,NY,90305,6 Months,Thrift Store,Shoes,Yes,19,Weekly,Pass down to family or friend,No ,Thrift Store,Often
4242,3/31/88,Some College,Single,Employeed,White,Female,Los Angeles,CA,10060,Month,Department Store,Tops,No,10,Daily,Pass down to family or friend,No ,American Red Cross,Rarely
4243,2/20/84,Masters,Dating,Employeed,Hispanic,Male,New York,NY,90241,Year or more,Discount Stores,Bottoms,Yes,4,Monthly,Sell/ Pawn,Yes,Goodwill,Rarely
